image_path,crop_path,year,denomination,country
test_coins/IMG_3460.jpeg,debug_outputs/date_regions_sample/IMG_3460_full_coin.jpg,,
test_coins/IMG_3461.jpeg,debug_outputs/date_regions_sample/IMG_3461_full_coin.jpg,,
test_coins/IMG_3462.jpeg,debug_outputs/date_regions_sample/IMG_3462_full_coin.jpg,,
test_coins/IMG_3463.jpeg,debug_outputs/date_regions_sample/IMG_3463_full_coin.jpg,,
test_coins/IMG_3464.jpeg,debug_outputs/date_regions_sample/IMG_3464_full_coin.jpg,,
test_coins/IMG_3465.jpeg,debug_outputs/date_regions_sample/IMG_3465_full_coin.jpg,,
test_coins/IMG_3466.jpeg,debug_outputs/date_regions_sample/IMG_3466_full_coin.jpg,,
test_coins/IMG_3467.jpeg,debug_outputs/date_regions_sample/IMG_3467_full_coin.jpg,,
test_coins/IMG_3468.jpeg,debug_outputs/date_regions_sample/IMG_3468_full_coin.jpg,,
test_coins/IMG_3469.jpeg,debug_outputs/date_regions_sample/IMG_3469_full_coin.jpg,,,
